,table_name,column_name,column_comment
2741,User,thumbnailImgUrl,썸네일
2742,User,userName,userName 암호화
2743,User,nickName,nickName 암호화
2744,User,userContact,userContact 암호화
2745,User,email,email 암호화
2746,User,gender,성별
2747,User,birthday,생년월일
2748,User,status,"상태(0:정상, 1:탈퇴, 2:제재, 3:휴면)"
2749,User,userPlatform,진입 플랫폼(CHAT / iOS / AOS)
2750,User,marketingYN,
2751,User,termsYN1,선택약관YN
2752,User,termsYN2,선택약관YN
2753,User,receiveYN,수신동의여부-사용안함(pushYN사용중)
2754,User,receiveDate,수신동의일자
2755,User,plusFriend,플러스친구
2756,User,lastLoginDate,최근 로그인일
2757,User,regDate,가입일
2758,User,editDate,수정일
2759,User,withdrawDate,탈퇴일
2760,User,withdrawMemo,탈퇴사유(경로)
2761,User,pushYN,
2762,User,pushTokn,
2763,User,uuids,
2764,User,usePlatform,
2765,User,userNameEnc,userNameEnc 암호화
2766,User,nickNameEnc,nickNameEnc 암호화
2767,User,userContactEnc,userContactEnc 암호화
2768,User,emailEnc,emailEnc 암호화
2769,User,encriptYN,암호화 여부
2770,User,searchUserName,searchUserName 복호화불가
2771,User,searchUserContact,searchUserContact 복호화불가
2772,UserBookTimeConciergeInfo,seq,
2773,UserBookTimeConciergeInfo,conType,신청타입(BT1:티타임청약)
2774,UserBookTimeConciergeInfo,golfInfoSeq,
2775,UserBookTimeConciergeInfo,userID,사용자 아이디
2776,UserBookTimeConciergeInfo,bookDate,부킹일자
2777,UserBookTimeConciergeInfo,timeBit,"시간대 bit , EtcCommonCode 참조"
2778,UserBookTimeConciergeInfo,status,상태(0:신청/1:취소/2:기간 만료)
2779,UserBookTimeConciergeInfo,resultApply,당첨여부(0:당첨/1:비당첨/2:대기중/3:예약진행중/4:당첨취소/5:기간만료)
2780,UserBookTimeConciergeInfo,resSeq,가예약번소
2781,UserBookTimeConciergeInfo,bookTimeSeq,티타임SEQ(청약 당첨시 bookTimeSeq)
2782,UserBookTimeConciergeInfo,completeDate,완료기간(예약완료기한)
2783,UserBookTimeConciergeInfo,completeResSeq,예약번호
2784,UserBookTimeConciergeInfo,regDate,
2785,UserBookTimeConciergeInfo,editDate,수정일
2786,UserBookTimeConciergeInfo,lastPushSendDate,마지막 푸시 발송일
2787,UserBookTimeConciergeInfoHistory,seq,
2788,UserBookTimeConciergeInfoHistory,conType,신청타입(BT1:티타임청약)
2789,UserBookTimeConciergeInfoHistory,golfInfoSeq,
2790,UserBookTimeConciergeInfoHistory,userID,사용자 아이디
2791,UserBookTimeConciergeInfoHistory,bookDate,부킹일자
2792,UserBookTimeConciergeInfoHistory,timeBit,"시간대 bit , EtcCommonCode 참조"
2793,UserBookTimeConciergeInfoHistory,status,상태(0:신청/1:취소/2:기간 만료/3:양도취소)
2794,UserBookTimeConciergeInfoHistory,resultApply,당첨여부(0:당첨/1:비당첨/2:대기중/3:예약진행중/4:당첨취소/5:기간만료/ 6: 야간당첨)
2795,UserBookTimeConciergeInfoHistory,resSeq,가예약번호
2796,UserBookTimeConciergeInfoHistory,bookTimeSeq,티타임SEQ(청약 당첨시 bookTimeSeq)
2797,UserBookTimeConciergeInfoHistory,completeDate,완료기간(예약완료기한)
2798,UserBookTimeConciergeInfoHistory,completeResSeq,예약번호
2799,UserBookTimeConciergeInfoHistory,regDate,
2800,UserBookTimeConciergeInfoHistory,editDate,수정일
2801,UserBookTimeConciergeInfoHistory,lastPushSendDate,마지막 푸시 발송일
2802,UserBookTimeConciergeInfoHistory,isNewBookTime,"신규타임여부(0:신규, 1: 재오픈)"
2803,UserBookTimeConciergeInfoHistory,isReqCallStatus,"전화 알림 여부(0:신청, 1: 미신청)"
2804,UserBookTimeConciergeInfoHistory,bookTimeCancelDT,해당 타임 취소 가능 일자
2805,UserBookTimeConciergeInfoHistory,digitGreenFee,"수치화가격(1: ~90000, 2:9~150000,4:15~200000,8:20~)"
2806,UserBookTimeConciergeInfoHistory,visitorCnt,내장인원
2807,UserBookTimeConciergeInfoHistory,etcParam1,기타1
2808,UserBookTimeConciergeInfoHistory,etcParam2,
2809,UserBookTimeConciergeInfoHistory,etcParam3,
2810,UserBookTimeConciergeInfoHistory,etcParam4,
2811,UserBookTimeConciergeInfoHistory,backupDate,
2812,UserBookTimeConciergeInfoOption,conSeq,ConciergeSeq
2813,UserBookTimeConciergeInfoOption,isNewBookTime,"신규타임여부(0:신규, 1: 재오픈)"
2814,UserBookTimeConciergeInfoOption,isReqCallStatus,"전화 알림 여부(0:신청, 1: 미신청)"
2815,UserBookTimeConciergeInfoOption,bookTimeCancelDT,해당 타임 취소 가능 일자
2816,UserBookTimeConciergeInfoOption,digitGreenFee,"수치화가격(1: ~90000, 2:9~150000,4:15~200000,8:20~)"
2817,UserBookTimeConciergeInfoOption,visitorCnt,내장인원
2818,UserBookTimeConciergeInfoOption,etcParam1,기타1
2819,UserBookTimeConciergeInfoOption,etcParam2,
2820,UserBookTimeConciergeInfoOption,etcParam3,
2821,UserBookTimeConciergeInfoOption,etcParam4,
2822,UserBookTimeConciergeInfoOption,regDate,
2823,UserBookTimeConciergeInfoOption,editDate,
2824,UserBookTimeConciergePush,seq,
2825,UserBookTimeConciergePush,conciergeSeq,UserBookTimeconciergeInfo.Seq
2826,UserBookTimeConciergePush,pushType,콘시어지 메시지 타입(BT1:티타임청약)
2827,UserBookTimeConciergePush,userID,사용자 아이디
2828,UserBookTimeConciergePush,receiveStatus,"수신여부(0:수신, 1: 미수신)"
2829,UserBookTimeConciergePush,resendYN,재발송 여부
2830,UserBookTimeConciergePush,regDate,
2831,UserBookTimeConciergePush,editDate,
2832,UserBookTimePush,seq,
2833,UserBookTimePush,userID,
2834,UserBookTimePush,golfInfoSeq,
2835,UserBookTimePush,bookDate,부킹일자
2836,UserBookTimePush,status,"상태(0: 요청, 1: 미요청, 2: 알림완료)"
2837,UserBookTimePush,bookTimeBit,"시간대 bit, EtcCommonCode 참조"
2838,UserBookTimePush,regDate,
2839,UserBookTimePush,editDate,
2840,UserBookTimePushHistory,seq,
2841,UserBookTimePushHistory,userID,
2842,UserBookTimePushHistory,golfInfoSeq,
2843,UserBookTimePushHistory,bookDate,부킹일자
2844,UserBookTimePushHistory,status,"상태(0: 요청, 1: 미요청, 2: 알림완료)"
2845,UserBookTimePushHistory,bookTimeBit,"시간대 bit, EtcCommonCode 참조"
2846,UserBookTimePushHistory,regDate,
2847,UserBookTimePushHistory,editDate,
2848,UserBookTimePushInfo,seq,
2849,UserBookTimePushInfo,userID,
2850,UserBookTimePushInfo,bookSeq,티타임 seq
2851,UserBookTimePushInfo,status,"상태(0: 알림미완료, 1: 알림완료)"
2852,UserBookTimePushInfo,regDate,
2853,UserBookTimePushInfo,editDate,
2854,UserCancellation,seq,seq
2855,UserCancellation,userID,아이디
2856,UserCancellation,golfInfoSeq,골프장seq
2857,UserCancellation,resTimeSeq,예약타임seq
2858,UserCancellation,penaltyStartDate,패널티기간시작
2859,UserCancellation,penaltyEndDate,패널티기간끝
2860,UserCancellation,penaltyCode,"위약구분 0:무단,1:임박취소,2:매너불량,3기타"
2861,UserCancellation,status,"0:적용,1:해지"
2862,UserCancellation,cancelDate,
2863,UserCancellation,cancelID,
2864,UserCancellation,remark,비고
2865,UserCancellation,regID,등록자아이디
2866,UserCancellation,regDate,등록날자
2867,UserCancellation,editID,수정자아이디
2868,UserCancellation,editDate,수정날자
2869,UserCancellation,userContact,
2870,UserCancellation,searchUserContact,
2871,UserCancellationFee,seq,seq
2872,UserCancellationFee,userID,아이디
2873,UserCancellationFee,golfInfoSeq,골프장seq
2874,UserCancellationFee,resTimeSeq,예약타임seq
2875,UserCancellationFee,cancelfee,위약금
2876,UserCancellationFee,feestatus,"0:입금, 1:미입금"
2877,UserCancellationFee,golfstatus,"0:처리, 1:미처리"
2878,UserCancellationFee,feeRegDate,
2879,UserCancellationFee,golfRegDate,
2880,UserCancellationFee,regDate,
2881,UserCancellationFee,regID,
2882,UserCancellationFee,memo,
2883,UserCancellationGolf,userID,회원번호
2884,UserCancellationGolf,golfInfoSeq,골프장 번호
2885,UserCancellationGolf,status,상태(0:위약 / 1: 위약 해지)
2886,UserCancellationGolf,penaltyStartDate,패널티 시작일(최근 예약 최초 실패일)
2887,UserCancellationGolf,penaltyEndDate,패널티 종료일(마지막 예약 성공일)
2888,UserCancellationGolf,regDate,
2889,UserCancellationGolf,editDate,
2890,UserCharacter,seq,
2891,UserCharacter,userID,
2892,UserCharacter,characterSeq,성향코드
2893,UserCharacter,status,"상태(0:정상,변화카운트. 3이상:변화감지..)"
2894,UserCharacter,regDate,
2895,UserCharacter,editDate,
2896,UserChatStatus,userID,
2897,UserChatStatus,isActive,
2898,UserChatStatus,regDate,
2899,UserChatStatus,editDate,
2900,UserChatbotAlarm,seq,seq
2901,UserChatbotAlarm,userID,아이디
2902,UserChatbotAlarm,recommendReceiveYN,수신동의여부
2903,UserChatbotAlarm,recommendReceiveDate,수신동의일자
2904,UserChatbotAlarm,regDate,가입일
2905,UserChatbotAlarm,editDate,수정일
2906,UserCoupon,seq,
2907,UserCoupon,subSeq,서브Seq
2908,UserCoupon,userID,아이디
2909,UserCoupon,status,"상태(0:사용가능,1:사용중지,2:사용,3:다운가능)"
2910,UserCoupon,couponName,쿠폰명
2911,UserCoupon,couponNotice,쿠폰 사용조건(안내)
2912,UserCoupon,discountPay,할인금액
2913,UserCoupon,golfInfoSeq,사용처 0:전체
2914,UserCoupon,weekBit,유효 요일(&)
2915,UserCoupon,sDate,유효 시작일
2916,UserCoupon,eDate,유효 종료일
2917,UserCoupon,isBookTime,"N:전체, Y:특정티타임조건있음"
2918,UserCoupon,sBookTime,사용가능 시작티타임
2919,UserCoupon,eBookTime,사용가능 종료티타임
2920,UserCoupon,isPayMethod,K : 카카오
2921,UserCoupon,isPaymentMethod,"PP:선결제, OS:현장결제,비었을 경우 둘다"
2922,UserCoupon,isHost,0 본사 1 골프장
2923,UserCoupon,isPlatform,"빈값: 전체, app: 앱전용"
2924,UserCoupon,regDate,등록일
2925,UserCoupon,regID,등록ID
2926,UserCoupon,useDate,사용일
2927,UserCoupon,sBookDate,사용가능 부킹일자 시작일
2928,UserCoupon,eBookDate,사용가능 부킹일자
2929,UserDeliveryAddress,seq,
2930,UserDeliveryAddress,userID,
2931,UserDeliveryAddress,senderName,보내는 분
2932,UserDeliveryAddress,senderContact,보내는 분 연락처
2933,UserDeliveryAddress,receiverName,받으실 분
2934,UserDeliveryAddress,receiverContact,받으실 분 연락처
2935,UserDeliveryAddress,addr1,주소
2936,UserDeliveryAddress,addr2,상세주소
2937,UserDeliveryAddress,zipcode,우편번호
2938,UserDeliveryAddress,alias,배송지 별칭
2939,UserDeliveryAddress,lvl,순서
2940,UserDeliveryAddress,status,"상태(0: 정상, 1: 삭제, 2: 만료)"
2941,UserDeliveryAddress,regDate,
2942,UserDeliveryAddress,editDate,
2943,UserDeliveryAddress,expireDate,보관만료일자
2944,UserDeliveryAddress,event,이벤트 정보
2945,UserDeliveryAddress,encriptYN,
2946,UserDeliveryAddress,etc1,
2947,UserDeliveryAddress,etc2,
2948,UserDeliveryAddress,etc3,
2949,UserDeparture,userID,아이디
2950,UserDeparture,type,"(0:출발지, 1:집, 2:회사)"
2951,UserDeparture,name,name 암호화
2952,UserDeparture,address,address 암호화
2953,UserDeparture,status,"상태(0:설정, 1:삭제)"
2954,UserDeparture,latitude,latitude 암호화
2955,UserDeparture,longitude,longitude 암호화
2956,UserDeparture,sigunguSeq,시군구
2957,UserDeparture,regDate,등록일
2958,UserDeparture,editDate,수정일
2959,UserDeparture,nameEnc,nameEnc 암호화
2960,UserDeparture,addressEnc,addressEnc 암호화
2961,UserDeparture,latitudeEnc,latitudeEnc 암호화
2962,UserDeparture,longitudeEnc,longitudeEnc 암호화
2963,UserDeparture,encriptYN,암호화 여부
2964,UserDepartureChatbot,seq,출발지 설정
2965,UserDepartureChatbot,botUserKey,Bot 아이디
2966,UserDepartureChatbot,userID,appUserID
2967,UserDepartureChatbot,type,"(0:집, 1:회사, ..)"
2968,UserDepartureChatbot,name,주소명칭
2969,UserDepartureChatbot,status,"상태(0:설정,1:노출,2:삭제)"
2970,UserDepartureChatbot,locationSigunguSeq,출발지 읍면동 코드
2971,UserDepartureChatbot,latitude,latitude 암호화
2972,UserDepartureChatbot,longitude,longitude 암호화
2973,UserDepartureChatbot,regDate,등록일
2974,UserDepartureChatbot,editDate,수정일
2975,UserDepartureChatbot,latitudeEnc,latitudeEnc 암호화
2976,UserDepartureChatbot,longitudeEnc,longitudeEnc 암호화
2977,UserDepartureChatbot,encriptYN,암호화 여부
2978,UserDevice,userID,
2979,UserDevice,deviceId,
2980,UserDevice,cnt,
2981,UserDevice,regDate,
2982,UserDeviceSetting,userID,
2983,UserDeviceSetting,autoLock,"라커 자동 발급 여부(0: 사용, 1: 사용안함)"
2984,UserDeviceSetting,lockEditDate,라커 수정일
2985,UserDeviceSetting,gpsAuthStatus,"GPS 위치 추적 권한 상태 값(0: 항상허용, 1: 앱사용중허용, 2:거부)"
2986,UserDeviceSetting,etcParam2,임시2
2987,UserDeviceSetting,etcParam3,임시3
2988,UserDeviceSetting,etcParam4,임시3
2989,UserDeviceSetting,etcParam5,임시4
2990,UserDeviceSetting,regDate,등록일
2991,UserDeviceSetting,editDate,갱신일
2992,UserGolfBookTimePush,seq,
2993,UserGolfBookTimePush,golfInfoSeq,
2994,UserGolfBookTimePush,bookDate,
2995,UserGolfBookTimePush,userID,
2996,UserGolfBookTimePush,regDate,
2997,UserGolfBookTimePush,editDate,
2998,UserGolfCheckInInfo,userID,
2999,UserGolfCheckInInfo,nameTag,사용자 네임택
3000,UserGolfCheckInInfo,rHandCheckInYN,"손바닥체크인사용여부(Y:사용, N: 미사용)"
3001,UserGolfCheckInInfo,rHandData,
3002,UserGolfCheckInInfo,etcParam1,
3003,UserGolfCheckInInfo,etcParam2,
3004,UserGolfCheckInInfo,etcParam3,
3005,UserGolfCheckInInfo,regDate,
3006,UserGolfCheckInInfo,editDate,
3007,UserGolfDiaryBackup,userID,회원번호
3008,UserGolfDiaryBackup,email,
3009,UserGolfDiaryBackup,termsDate,백업약관 동의일
3010,UserGolfDiaryBackup,authKey,
3011,UserGolfDiaryBackup,autnYN,
3012,UserGolfDiaryBackup,regDate,
3013,UserGolfDiaryBackup,editDate,마지막 수정일
3014,UserGolfDiaryBackup,searchEmail,
3015,UserGolfDiaryBackup,status,
3016,UserGolfPointHistory,seq,
3017,UserGolfPointHistory,userID,회원 아이디
3018,UserGolfPointHistory,pointType,포인트타입(포인트 타입[A-L:앱방문/A-RE:예약완료/A-RF:친구초대완료/A-Q:분기지급/D-M:월차감])
3019,UserGolfPointHistory,pointTypeName,포인트타입이름
3020,UserGolfPointHistory,pointGubun,포인트 구분 (A:추가/D:삭제/U:사용)
3021,UserGolfPointHistory,savePoint,골프포인트
3022,UserGolfPointHistory,totalPoint,사용가능한 포인트
3023,UserGolfPointHistory,saveDate,적립일
3024,UserGolfPointHistory,status,노출상태(0:노출/1:비노출)
3025,UserGolfPointHistory,expireDate,만료일
3026,UserGolfPointHistory,orderNumber,사용시 주문번호
3027,UserGolfPointHistory,pointInfo,포인트 정보
3028,UserGolfPointHistory,regDate,
3029,UserGolfPointHistory,regID,
3030,UserGolfPointHistory,editDate,
3031,UserGolfPointHistory,editID,
3032,UserGrade,userID,아이디
3033,UserGrade,golfInfoSeq,골프장seq
3034,UserGrade,gradeLevel,등급
3035,UserGrade,gradeName,등급명
3036,UserGrade,discountPay,할인액
3037,UserGrade,editDate,수정일
3038,UserIdentityVerification,userID,
3039,UserIdentityVerification,DI,
3040,UserIdentityVerification,searchDI,
3041,UserIdentityVerification,isUse,
3042,UserIdentityVerification,regDate,
3043,UserIdentityVerification,editDate,
3044,UserIdentityVerification,authGubun,"인증매체(P:휴대폰, C:카드)"
3045,UserIdentityVerification,authPlatform,인증한플랫폼
3046,UserIdentityVerification,etc,기타
3047,UserInterest,seq,
3048,UserInterest,userID,회원ID
3049,UserInterest,type,"관심타입(0:골프장, 1:티타임)"
3050,UserInterest,interestSeq,골프장/티타임seq
3051,UserInterest,status,"상태(0:정상,1:삭제)"
3052,UserInterest,regDate,
3053,UserInterest,editDate,
3054,UserInvite,userID,
3055,UserInvite,uuId,
3056,UserInvite,receiverID,
3057,UserInvite,status,
3058,UserInvite,regDate,
3059,UserInvite,editDate,
3060,UserInviteV2,userID,초대자
3061,UserInviteV2,uuId,초대받은 uuid
3062,UserInviteV2,receiverID,초대받은 자
3063,UserInviteV2,status,매핑시 0
3064,UserInviteV2,regDate,
3065,UserInviteV2,editDate,
3066,UserPartnership,seq,
3067,UserPartnership,userID,회원seq
3068,UserPartnership,golfInfoSeq,골프장seq
3069,UserPartnership,regDate,요청일
3070,UserPrivateUseMessageHistory,userID,회원번호
3071,UserPrivateUseMessageHistory,sendYear,발송연도
3072,UserPrivateUseMessageHistory,userContact,사용자 연락처
3073,UserPrivateUseMessageHistory,sendDate,발송일
3074,UserPrivateUseMessageHistory,sendYN,발송여부
3075,UserPrivateUseMessageHistory,sendType,"0:개인정보이용안내고지, 1:수집동의"
3076,UserPrivateUseMessageHistory,sendTypeResult,발송 구분에 따른 결과값 저장
3077,UserProfile,userID,아이디
3078,UserProfile,status,"상태(0:조인가능, 1:조인불가능)"
3079,UserProfile,joinPoint,개인매너
3080,UserProfile,ageRange,연령 (10 단위)
3081,UserProfile,strokeLow,타수
3082,UserProfile,strokeHigh,타수
3083,UserProfile,inviteApplyYN,초대수신 YN
3084,UserProfile,introText,
3085,UserProfile,area,선호지역
3086,UserProfile,propensity,라운드성향Str
3087,UserProfile,regDate,등록일
3088,UserProfile,editDate,수정일
3089,UserProfileSelect,userID,아이디
3090,UserProfileSelect,status,"상태(0:설정, 1:삭제)"
3091,UserProfileSelect,type,"종류(0:라운드성향, 1:학교, 2:직장 .. )"
3092,UserProfileSelect,infoSeq,정보별마스터seq
3093,UserProfileSelect,infoName,정보명
3094,UserProfileSelect,orderNum,정렬번호
3095,UserProfileSelect,regDate,등록일
3096,UserProfileSelect,editDate,수정일
3097,UserProhibition,userID,
3098,UserProhibition,DI,
3099,UserProhibition,searchDI,
3100,UserProhibition,regDate,
3101,UserProhibition,editDate,
3102,UserReservationCancelStatus,userID,
3103,UserReservationCancelStatus,resMonth,
3104,UserReservationCancelStatus,ableCnt,
3105,UserReservationCancelStatus,unLimitYN,
3106,UserReservationCancelStatus,regDate,
3107,UserReservationCancelStatus,regID,
3108,UserReservationCancelStatus,editDate,
3109,UserReservationCancelStatus,editID,
3110,UserReservationCancelStatusHistory,seq,
3111,UserReservationCancelStatusHistory,userID,
3112,UserReservationCancelStatusHistory,resMonth,
3113,UserReservationCancelStatusHistory,ableCnt,
3114,UserReservationCancelStatusHistory,unLimitYN,
3115,UserReservationCancelStatusHistory,regDate,
3116,UserReservationCancelStatusHistory,regID,
3117,UserReview,seq,
3118,UserReview,status,"상태(0:노출,1:삭제)"
3119,UserReview,userID,회원ID
3120,UserReview,userNickName,회원 닉네임
3121,UserReview,golfInfoSeq,골프장seq
3122,UserReview,resSeq,예약seq
3123,UserReview,avgStarScore,평점
3124,UserReview,green,잔디
3125,UserReview,scene,경치
3126,UserReview,food,음식
3127,UserReview,facility,시설
3128,UserReview,caddie,캐디
3129,UserReview,reviewTag,평가 태그seq 나열
3130,UserReview,reviewTagName,평가 태그네임 나열
3131,UserReview,writeTag,유저가 작성한 태그
3132,UserReview,regDate,
3133,UserSMSConfirm,userID,
3134,UserSMSConfirm,randomNumber,
3135,UserSMSConfirm,regDate,
3136,UserSMSConfirm,editDate,
3137,UserScore,seq,
3138,UserScore,userID,
3139,UserScore,golfInfoSeq,
3140,UserScore,roundSeq,
3141,UserScore,rpSeq,
3142,UserScore,resSeq,
3143,UserScore,scoreType,"S : 관제, DI : 직접입력"
3144,UserScore,bookDate,부킹일
3145,UserScore,bookTime,부킹시간
3146,UserScore,outCourseName,
3147,UserScore,inCourseName,
3148,UserScore,baseScore,
3149,UserScore,totalScore,총 스코어
3150,UserScore,roundStatus,"E : 완료, I : 진행중 , H : 홀아웃"
3151,UserScore,etcParam1,
3152,UserScore,etcParam2,
3153,UserScore,etcParam3,
3154,UserScore,regDate,
3155,UserScore,editDate,
3156,UserScore,roundName,
3157,UserScore,teeName,
3158,UserScore,golfInfoName,
3159,UserScore,outCourseSeq,
3160,UserScore,inCourseSeq,
3161,UserSleep,userID,아이디
3162,UserSleep,thumbnailImgUrl,썸네일
3163,UserSleep,userName,회원명
3164,UserSleep,nickName,
3165,UserSleep,userContact,핸드폰번호
3166,UserSleep,email,이메일
3167,UserSleep,gender,"성별(0 : 없음 , 1:남자, 2:여자)"
3168,UserSleep,birthday,생년월일
3169,UserSleep,pushTokn,푸시토큰
3170,UserSleep,uuids,
3171,UserSleep,sleepDate,
3172,UserTag,seq,
3173,UserTag,userID,회원ID
3174,UserTag,tagSeq,태그seq
3175,UserTag,regDate,
3176,UserTemp,userID,아이디
3177,UserTermsAgree,seq,
3178,UserTermsAgree,userID,회원ID
3179,UserTermsAgree,type,"약관타입(0:마케팅동의, 1:푸시동의)"
3180,UserTermsAgree,status,"상태(0:동의,1:미동의)"
3181,UserTermsAgree,regDate,
3182,UserVote,seq,
3183,UserVote,userID,회원ID
3184,UserVote,regDate,
3185,UserVote,status,"상태 0: 정상, 1: 종료, 2: 공유안됨"
3186,UserVote,finishTime,마감시간
3187,UserVote,finishDate,마감일시
3188,UserVote,type,0: 티타임투표
3189,UserVote,isActive,"활성화여부 0: 활성화, 1:비활성화"
3190,UserVoteContents,seq,
3191,UserVoteContents,voteSeq,
3192,UserVoteContents,userID,회원ID
3193,UserVoteContents,contentsSeq,티타임 혹은 그외 seq
3194,UserVoteContents,voteCnt,투표수
3195,UserVoteContents,regDate,
3196,UserVoteContents,status,"상태 0: 정상, 1: 삭제"
3197,User_BK,userID,아이디
3198,User_BK,thumbnailImgUrl,썸네일
3199,User_BK,userName,회원명
3200,User_BK,nickName,닉네임
3201,User_BK,userContact,userContact
3202,User_BK,email,email
3203,User_BK,gender,성별
3204,User_BK,birthday,생년월일
3205,User_BK,status,"상태(0:정상, 1:탈퇴, 2:제재, 3:휴면)"
3206,User_BK,userPlatform,진입 플랫폼(CHAT / iOS / AOS)
3207,User_BK,marketingYN,
3208,User_BK,termsYN1,선택약관YN
3209,User_BK,termsYN2,선택약관YN
3210,User_BK,receiveYN,수신동의여부-사용안함(pushYN사용중)
3211,User_BK,receiveDate,수신동의일자
3212,User_BK,plusFriend,플러스친구
3213,User_BK,lastLoginDate,최근 로그인일
3214,User_BK,regDate,가입일
3215,User_BK,editDate,수정일
3216,User_BK,withdrawDate,탈퇴일
3217,User_BK,withdrawMemo,탈퇴사유(경로)
3218,User_BK,pushYN,
3219,User_BK,pushTokn,
3220,User_BK,uuids,
3221,User_BK,usePlatform,
3222,V_ShortUrl,shortKey,간편 URL
3223,V_ShortUrl,shortName,간편URL이름
3224,V_ShortUrl,memo,설명
3225,V_ShortUrl,useLimitDate,"만료일사용여부(0-사용, 1-사용안함)"
3226,V_ShortUrl,limitDate,만료일(YYYYMMDDHH)
3227,V_ShortUrl,status,"상태(0-사용,1-사용안함)"
3228,V_ShortUrl,logStatus,"로그 상태 (0-사용, 1-사용안함)"
3229,V_ShortUrl,logType,"로그타입(D-Day of, F-Full)"
3230,V_ShortUrl,logLevel,"로그레벨(1-보존기간30일, 2-보전기간45일,3-영구보관)"
3231,V_ShortUrl,linkType,"링크타입(A:앱링크, W:웹링크)"
3232,V_ShortUrl,redirectUrl,전환할 URL
3233,V_ShortUrl,regDate,
3234,V_ShortUrl,editDate,
3235,V_ShortUrlHistory,seq,
3236,V_ShortUrlHistory,shortKey,간편링크 KEY
3237,V_ShortUrlHistory,accessDate,접속 날짜 (YYYYMMDD)
3238,V_ShortUrlHistory,platForm,"접근플랫폼(WEB, IOS, AOS, ETC)"
3239,V_ShortUrlHistory,accessCount,접속 카운트
3240,V_ShortUrlHistory,regDate,
3241,V_ShortUrlHistory,editDate,
3242,X - tempsido,seq,
3243,X - tempsido,sido,
3244,X - tempsido,sigungu,
3245,X - tempsido,latitude,
3246,X - tempsido,longitude,
3247,Z_ChatBotEventInfo,seq,
3248,Z_ChatBotEventInfo,eventName,이벤트명
3249,Z_ChatBotEventInfo,eventTagName,이벤트 태그명
3250,Z_ChatBotEventInfo,eventStartDate,이벤트 시작일시
3251,Z_ChatBotEventInfo,eventEndDate,이벤트 종료 일시
3252,Z_ChatBotEventInfo,isUserName,"사용자 이름 입력(0:사용, 1:비사용)"
3253,Z_ChatBotEventInfo,isContact,"사용자 연락처 입력(0:사용, 1:비사용)"
3254,Z_ChatBotEventInfo,isAddress,"사용자 주소 입력(0: 사용, 1:비사용)"
3255,Z_ChatBotEventInfo,regDate,
3256,Z_ChatBotEventInfo,editDate,
3257,Z_ChatBotEventUserInfo,seq,
3258,Z_ChatBotEventUserInfo,eventInfoSeq,이벤트 정보 SEQ
3259,Z_ChatBotEventUserInfo,marketingYN,마켓팅 정보 동의 여부
3260,Z_ChatBotEventUserInfo,botUserId,Bot User Key
3261,Z_ChatBotEventUserInfo,userID,사용자 아이디
3262,Z_ChatBotEventUserInfo,userName,사용자 이름
3263,Z_ChatBotEventUserInfo,userContact,사용자 연락처
3264,Z_ChatBotEventUserInfo,address1,사용자 주소 1
3265,Z_ChatBotEventUserInfo,address2,사용자 주소 2(상세)
3266,Z_ChatBotEventUserInfo,zipcode,우편번호
3267,Z_ChatBotEventUserInfo,deliveryYN,"배송상태(Y:배송, N: 대기)"
3268,Z_ChatBotEventUserInfo,regDate,
3269,Z_ChatBotEventUserInfo,editDate,
3270,Z_ChatbotProductTalk,seq,시퀀스
3271,Z_ChatbotProductTalk,golfInfoSeq,골프장 SEQ
3272,Z_ChatbotProductTalk,golfInfoName,골프장명
3273,Z_ChatbotProductTalk,orderNumber,정렬순서
3274,Z_ChatbotProductTalk,productName,화면에서 출력할 이름
3275,Z_ChatbotProductTalk,tagName,플친톡 태그명
3276,Z_ChatbotProductTalk,contentSummary,플친톡 간략
3277,Z_ChatbotProductTalk,contentDetails,플친톡 상세내용
3278,Z_ChatbotProductTalk,tagetSidoName,권역코드(콤마로 구분)
3279,Z_ChatbotProductTalk,greenFeeNO,
3280,Z_ChatbotProductTalk,greenFeeDC,
3281,Z_ChatbotProductTalk,timeZone,"수치화타임(1:새벽, 2:오전,4:오후,8:야간)"
3282,Z_ChatbotProductTalk,digitWeekDay,"1:주중,2:주말, 3: 주중+주말"
3283,Z_ChatbotProductTalk,isPeriod,"특정기간 노출여부(0:사용, 1:미사용)"
3284,Z_ChatbotProductTalk,startDay,특정기간 노출 시작일
3285,Z_ChatbotProductTalk,endDay,특정기간 노출 종료일
3286,Z_ChatbotProductTalk,isCoupon,"쿠폰발급사용여부(0:사용, 1: 미사용)"
3287,Z_ChatbotProductTalk,coupons,쿠폰 시퀀스(콤마로 구분)
3288,Z_ChatbotProductTalk,isStatus,"사용여부(0:노출, 1:미노출)"
3289,Z_ChatbotProductTalk,regDate,등록일
3290,Z_ChatbotProductTalk,editDate,수정일
3291,Z_ChatbotProductTalk,regID,등록자
3292,Z_ChatbotProductTalk,editID,수정자
3293,Z_ChatbotProductTalk,isVisitor,"인원필수여부(0:사용,1:미사용)"
3294,Z_ChatbotProductTalk,visitorCnt,인원
3295,Z_ChatbotProductTalk,paymentOption,이벤트타입
3296,aa_test11,aaa,
3297,aa_test11,aas,
3298,aa_test11,aad,
3299,aa_test11,aad1,
3300,golfdiary_temp,seq,
3301,golfdiary_temp,golfname_diary,
3302,golfdiary_temp,coursename_diary,
3303,golfdiary_temp,golfname_booking,
